la,lo,s
52.287,-1.9137,3
51.8012,-0.4136,3
51.7837,-0.1933,2
51.8863,-0.2056,3
52.2061,1.5775,3
52.395,1.6712,3
51.9666,1.3527,3
53.5602,-2.4041,3
53.6062,-2.2757,3
53.4701,-2.2229,3
53.4524,-2.1705,3
53.4757,-2.2511,3
53.4704,-2.2632,3
53.5669,-2.0996,3
53.5343,-2.0028,2
53.6216,-2.1624,3
53.5486,-2.2043,3
53.4215,-2.1214,3
53.4818,-2.1595,3
53.4923,-2.0968,2
53.4688,-2.3523,3
53.5418,-2.634,3
53.5366,-2.587,3
53.5099,-2.6512,3
53.3905,-2.9544,2
53.4236,-2.9154,2
53.4477,-2.966,3
53.3494,-2.8627,3
53.362,-2.8798,2
53.4049,-2.9802,3
53.4362,-2.8857,3
53.3497,-2.8657,3
53.3844,-2.9521,3
53.3968,-2.9445,3
53.4562,-2.9772,3
53.3907,-3.0598,3
53.3932,-3.028,2
53.5009,-1.7516,2
53.5709,-1.4425,2
53.4497,-1.3826,3
53.3979,-1.3534,2
53.3632,-1.5057,2
54.9794,-1.6717,3
55.0048,-1.5465,3
54.9507,-1.3636,3
52.4753,-1.8635,3
52.5082,-1.8925,3
52.4324,-1.8498,3
52.4793,-1.8765,3
52.4089,-1.9474,3
52.5102,-1.8594,3
52.5027,-1.8747,3
52.4369,-1.9174,3
52.4037,-1.9629,3
52.4139,-1.5318,2
52.5004,-1.9789,3
52.514,-2.0482,3
52.4376,-1.8057,3
52.5679,-1.9805,3
52.6151,-1.9229,3
52.5649,-1.9517,3
52.5701,-2.1276,3
52.5924,-2.1088,3
53.7925,-1.7358,2
53.7666,-1.7766,3
53.7997,-1.794,2
53.7772,-1.7784,3
53.8324,-1.7818,3
53.7235,-1.869,3
53.6899,-1.6256,3
53.6578,-1.7761,2
53.6735,-1.7902,2
53.6869,-1.6552,2
53.6557,-1.7655,3
53.7418,-1.6913,3
53.8312,-1.6357,3
53.8162,-1.5009,3
53.7999,-1.5448,3
53.8084,-1.5059,2
53.8011,-1.5395,3
53.8321,-1.642,3
53.7929,-1.6154,2
53.81,-1.4475,2
53.6429,-1.5219,3
54.9051,-1.6183,3
54.9552,-1.7722,3
51.5191,-0.0877,3
51.5413,0.1133,3
51.5665,0.1465,3
51.5377,0.0724,3
51.6213,-0.2741,3
51.6109,-0.2489,3
51.5932,-0.2549,2
51.4481,0.1565,3
51.4534,0.1842,3
51.4485,0.1202,3
51.5414,-0.259,3
51.5827,-0.316,3
51.5538,-0.2913,3
51.4072,0.1132,3
51.5522,-0.1619,3
51.5371,-0.136,3
51.3652,-0.118,3
51.5086,-0.3448,3
51.5442,-0.3742,3
51.5102,-0.3227,2
51.5363,-0.3909,3
51.5212,-0.3232,3
51.542,-0.3801,3
51.5147,-0.3145,3
51.5299,-0.2925,3
51.6145,-0.0383,3
51.6146,-0.1268,3
51.6143,-0.0525,3
51.6491,-0.0569,1
51.4772,0.0936,3
51.4303,0.0641,2
51.5649,-0.0601,2
51.5402,-0.0557,3
51.5705,-0.0796,3
51.4801,-0.1988,2
51.5981,-0.0527,3
51.5881,-0.1595,3
51.5849,-0.0641,3
51.5962,-0.072,3
51.5838,-0.0741,3
51.5963,-0.1144,3
51.5874,-0.1195,3
51.581,-0.1058,3
51.5885,-0.1428,3
51.5974,-0.0621,3
51.5995,-0.2816,3
51.5989,-0.35,3
51.6081,-0.2762,3
51.559,0.2506,3
51.5983,0.2316,3
51.5074,-0.4097,3
51.4842,-0.3238,3
51.4533,-0.4262,3
51.4784,-0.3637,3
51.4743,-0.3445,3
51.5231,-0.108,2
51.5153,-0.2038,3
51.4938,-0.1787,3
51.5164,-0.2093,3
51.4994,-0.164,3
51.4035,-0.2748,2
51.4619,-0.1385,3
51.4952,-0.117,3
51.4288,-0.1302,2
51.4773,-0.1234,3
51.4446,-0.0212,3
51.481,-0.0264,3
51.4451,-0.0079,3
51.4808,-0.0264,3
51.4424,-0.0427,3
51.4156,-0.2134,3
51.5306,0.0349,3
51.5509,0.0589,3
51.5317,0.0468,3
51.5735,0.0832,3
51.4266,-0.3266,3
51.4327,-0.2871,3
51.4416,-0.0655,2
51.4806,-0.0672,3
51.5057,-0.0889,3
51.5071,-0.1045,3
51.451,-0.0696,3
51.4518,-0.0721,2
51.4259,-0.0749,3
51.3359,-0.2243,3
51.3771,-0.2058,3
51.5194,-0.0579,3
51.5334,-0.0573,3
51.5307,-0.0285,3
51.5207,-0.0699,3
51.5133,-0.0471,3
51.5254,-0.0338,3
51.59,-0.0166,3
51.594,-0.0175,3
51.5815,-0.0276,2
51.4593,-0.1906,2
51.4677,-0.1706,3
51.4724,-0.1644,3
51.4783,-0.1699,2
51.4573,-0.2293,3
51.4835,-0.1318,3
51.5096,-0.1518,3
51.5048,-0.1265,2
51.497,-0.1258,3
51.4748,-0.4952,3
55.1133,-3.3844,3
55.2423,-3.2229,1
55.5128,-4.2978,2
55.6258,-4.5061,2
55.94,-2.9417,3
55.7634,-4.5065,3
55.6158,-2.8139,2
55.7725,-4.0591,3
55.9183,-3.213,2
56.4003,-3.4777,3
55.862,-4.1844,2
55.8553,-4.2258,3
55.8374,-4.2722,3
55.8717,-4.1709,3
55.8498,-4.2463,3
55.7848,-4.0115,3
53.3146,-4.6349,3
53.2683,-3.9207,3
53.2798,-3.8027,2
53.3104,-3.5202,3
53.2475,-3.2362,2
51.7212,-4.736,2
51.7162,-4.9546,3
51.8617,-4.3034,2
51.8521,-4.3163,3
51.7932,-3.9937,3
51.5117,-3.5434,3
51.3951,-3.2872,3
51.5206,-3.257,3
51.7377,-3.5083,2
51.582,-2.9919,3
52.5173,-3.3006,2
52.7658,-3.1041,3
52.5599,-3.6476,3
51.7615,-3.4033,3
54.5609,-1.1833,3
54.5509,-1.3175,3
54.5078,-1.3539,3
53.4222,-2.599,2
53.7298,-2.4926,2
53.7448,-0.3475,3
53.7322,-0.3606,2
53.7612,-0.3014,2
53.7401,-0.3819,2
53.7677,-0.3888,3
53.7479,-0.3286,2
53.7599,-0.2732,2
53.9945,-0.9026,3
53.7302,0.033,3
53.7227,-0.43,3
53.8613,-0.681,3
53.558,-0.0433,3
53.9191,-1.138,3
52.903,-1.4844,3
52.9268,-1.4465,3
52.6384,-1.0869,3
52.6908,-0.4672,2
52.9486,-1.1489,2
52.0633,-2.7144,3
52.1647,-3.0189,3
52.7089,-2.4694,3
51.5079,-2.5142,3
51.5348,-2.4963,3
51.5275,-1.7257,3
51.5855,-1.759,3
51.5644,-1.7835,3
52.5836,-0.2532,3
51.5457,0.6795,2
51.5568,0.7159,3
51.5278,0.7605,2
51.4894,0.3321,3
51.3764,0.5662,2
51.3672,0.5901,3
51.3674,-1.0243,3
51.4838,-1.5503,2
51.4477,-0.9769,3
51.4625,-0.9753,3
51.4527,-0.9765,3
51.5089,-0.6127,2
51.5015,-0.5534,3
51.4315,-0.8835,2
52.0484,-0.7071,1
52.0488,-0.7072,3
50.8189,-0.1176,3
50.8217,-0.1373,3
50.8079,-1.0632,3
50.9086,-1.4083,3
50.922,-1.3561,2
50.6999,-1.2704,3
54.706,-1.489,2
53.1939,-2.107,2
53.0907,-2.4282,3
53.2068,-2.8574,3
53.2959,-2.6166,1
53.2072,-2.8717,3
53.2124,-2.8529,3
52.8097,-3.0663,3
52.5995,-2.7649,3
50.2563,-5.0787,3
50.3201,-4.9567,2
50.6386,-4.6884,3
50.234,-5.2842,3
51.3483,-1.7912,3
51.3272,-2.1369,3
51.0759,-1.7978,3
51.045,-1.8343,2
51.0565,-1.7885,3
52.141,-0.4926,2
52.1269,-0.4607,2
52.1409,-0.4922,3
51.8897,-0.5126,2
55.1305,-1.5371,3
54.9142,-1.855,3
50.7413,-1.9316,3
50.7478,-1.9378,3
50.7206,-1.8662,3
51.8348,-0.6361,3
51.8079,-0.8007,3
51.8647,-0.8908,3
52.3379,-0.6461,3
52.2619,-0.8247,2
52.0919,-1.2443,3
52.299,-1.1152,3
54.2003,-3.2997,3
54.1566,-3.075,3
54.4679,-2.3526,3
54.6191,-2.6503,2
53.963,-2.0164,3
54.2509,-1.6939,3
54.4221,-0.6799,2
53.9418,-2.0563,3
53.8,-1.2606,2
53.9502,-1.5411,2
51.0231,-2.6133,3
50.9676,-2.7411,3
51.2529,-2.418,3
51.0659,-3.1622,3
51.086,-3.0054,3
53.5893,-2.4304,3
53.5827,-2.4471,3
53.5274,-2.2555,2
53.6196,-2.2819,3
53.4538,-2.2116,3
53.4574,-2.2265,3
53.5363,-2.2092,3
53.4719,-2.2431,3
53.5528,-2.0933,3
53.5127,-2.3668,3
53.3817,-2.1239,3
53.3504,-2.1581,3
53.4774,-2.0926,3
53.4794,-2.1246,3
53.4862,-2.1682,2
53.4241,-2.3173,3
53.3625,-2.8311,3
53.379,-2.9219,3
53.3952,-2.966,3
53.3869,-2.9194,3
53.401,-2.9866,2
53.631,-2.985,2
53.4932,-2.9537,3
53.4905,-2.9444,3
53.373,-3.1842,3
53.5709,-1.4371,3
53.5464,-1.3193,3
53.5514,-1.316,2
53.6009,-1.3761,3
53.5891,-1.1898,3
53.4869,-1.3125,3
53.4344,-1.3632,3
53.438,-1.342,3
53.3667,-1.438,3
53.4075,-1.4515,3
53.4702,-1.494,3
53.3891,-1.4097,2
55.0,-1.7423,3
54.976,-1.6557,3
54.9784,-1.4465,3
54.8976,-1.3942,3
52.4928,-1.8238,3
52.5009,-1.9236,3
52.465,-1.8082,3
52.5121,-1.9005,3
52.5292,-1.8457,3
52.4328,-1.4834,3
52.428,-1.4851,3
52.4924,-2.1267,2
52.4712,-2.0998,3
52.5056,-2.0956,1
52.5096,-2.0701,3
52.3745,-1.7896,3
52.6079,-1.9605,3
52.5833,-2.0519,3
52.6294,-1.9935,2
52.5774,-2.0138,3
52.5678,-2.1351,3
52.577,-2.1244,3
53.8385,-1.7731,3
53.7963,-1.8286,3
53.776,-1.7732,3
53.8528,-1.7692,2
53.6861,-1.8507,3
53.7194,-1.8928,3
53.7202,-1.8906,2
53.7524,-1.8935,3
53.5916,-1.651,2
53.6798,-1.6568,3
53.7996,-1.5555,2
53.816,-1.5181,3
53.8,-1.5054,3
53.8027,-1.3567,2
53.689,-1.3142,3
53.6193,-1.2322,3
53.7261,-1.5148,2
54.9207,-1.5914,3
51.519,-0.0781,2
51.5134,-0.0864,3
51.5835,-0.202,3
51.6529,-0.2089,3
51.4553,0.0891,2
51.5655,-0.2497,3
51.5518,-0.2989,3
51.5487,-0.2311,3
51.5695,-0.2994,3
51.3662,0.0612,2
51.3693,0.0583,3
51.3805,0.0416,3
51.5538,-0.165,3
51.5176,-0.1203,2
51.527,-0.1202,2
51.3851,-0.0688,3
51.4221,-0.1061,2
51.4092,-0.1222,3
51.3851,-0.1096,2
51.4025,-0.1144,3
51.3683,-0.0327,3
51.3931,-0.119,3
51.5278,-0.3162,3
51.5036,-0.3177,3
51.5181,-0.2949,3
51.5034,-0.2803,2
51.5105,-0.3215,3
51.5111,-0.3055,3
51.6507,-0.0804,3
51.6093,-0.0666,2
51.6471,-0.0386,3
51.6801,-0.049,3
51.5052,-0.0017,3
51.4717,0.0231,3
51.5355,-0.0716,3
51.5745,-0.0775,2
51.5379,-0.0608,3
51.5312,-0.0864,2
51.5293,-0.2368,2
51.5046,-0.2176,3
51.4996,-0.2221,3
51.5974,-0.0935,2
51.6004,-0.1115,3
51.5962,-0.0686,3
51.5998,-0.0794,3
51.5752,-0.0763,3
51.5979,-0.1063,3
51.5935,-0.2905,3
51.5736,0.1961,3
51.5435,0.2087,2
51.4816,-0.4161,3
51.4818,-0.1753,2
51.4978,-0.1653,2
51.4947,-0.191,2
51.4324,-0.0912,3
51.5051,-0.1132,2
51.4231,-0.1299,3
51.4999,-0.1167,2
51.4139,-0.1284,3
51.4292,-0.014,3
51.455,-0.0371,2
51.4444,-0.0246,3
51.4525,-0.0305,3
51.4761,-0.0227,2
51.4843,-0.0425,2
51.4244,-0.216,3
51.4135,-0.2049,3
51.4118,-0.1926,2
51.3898,-0.1886,3
51.5547,0.0598,3
51.5385,0.0673,3
51.5456,0.0045,3
51.5479,0.0685,3
51.5329,0.0546,2
51.5707,0.1303,3
51.576,0.0411,3
51.4559,-0.3302,3
51.4909,-0.0528,2
51.4622,-0.0679,3
51.4835,-0.0651,3
51.4772,-0.0731,3
51.5329,-0.0414,3
51.5112,-0.0641,2
51.5178,-0.0573,3
51.5096,-0.0555,3
51.5958,0.0119,3
51.5827,-0.0281,3
51.4336,-0.1849,3
51.4696,-0.1772,2
51.4253,-0.14,2
51.4568,-0.1928,3
51.4675,-0.1724,1
51.4462,-0.1984,3
51.4314,-0.1645,3
51.4574,-0.187,3
51.5119,-0.1584,3
51.5172,-0.1862,2
51.5125,-0.1307,3
51.4916,-0.1487,3
51.5161,-0.1341,3
52.5343,-0.3744,3
52.3943,0.2648,2
52.1849,0.1725,3
52.873,-1.6376,3
53.1883,-1.2764,2
53.4387,-1.9521,3
52.9063,-1.3661,2
50.7153,-3.1188,3
50.7012,-4.1078,3
50.6738,-3.7175,3
50.6437,-3.4024,3
51.0658,-4.0105,3
50.579,-3.6221,3
50.8418,0.2408,3
50.8694,0.4449,2
50.7799,0.2515,2
50.9461,0.4049,3
51.5662,0.5635,3
51.6349,0.0552,2
51.5733,0.4857,3
51.5828,0.4697,3
51.7807,0.6099,3
51.9306,1.2438,3
51.8957,0.2031,3
52.0115,0.2415,3
51.6098,0.5785,2
51.8671,-2.241,3
51.7115,-1.9686,3
51.666,-2.302,3
52.0012,-2.0889,1
51.692,-2.4251,3
51.2434,-0.7798,2
51.3095,-0.7579,2
50.8665,-1.0509,3
50.9421,-1.7517,3
50.9758,-1.3499,3
51.0872,-1.3317,3
51.2679,-1.0868,3
51.2909,-0.8903,3
51.8302,-0.0291,3
51.7322,-0.0585,2
51.7588,0.0029,3
51.7323,-0.342,3
51.6857,-0.0192,3
51.6372,-0.3474,3
51.8844,0.0246,2
51.9033,-0.2056,3
51.7988,-0.073,3
51.0856,1.1865,3
51.4317,0.4268,2
51.1512,0.8517,3
51.4381,0.3738,3
51.0813,1.1701,2
51.1322,0.2344,3
51.3929,0.3231,3
51.1548,1.2905,3
51.2448,0.554,3
51.2149,0.281,2
51.1438,1.2511,3
51.3446,0.7532,3
51.1988,1.1809,3
53.913,-3.039,2
53.5571,-2.8348,3
53.7725,-2.511,3
53.7948,-2.6769,2
53.8759,-2.9996,3
53.7974,-2.2449,3
53.6816,-2.6767,3
53.6959,-2.2914,3
53.7688,-2.705,3
53.7805,-2.72,3
52.629,-1.0161,1
52.7139,-1.2407,3
52.449,-1.1228,3
52.5971,-1.0807,1
53.3423,0.2598,3
53.4223,-0.2529,3
53.2175,-0.5543,2
53.5024,-0.3236,3
52.7162,-0.153,3
52.8019,-0.5542,3
52.4825,1.4036,2
52.7449,0.3846,3
52.6209,1.3004,2
52.8131,0.674,3
52.5746,1.7223,3
52.9233,0.8808,2
52.6639,1.2958,3
52.9041,0.4785,3
52.6326,1.2591,3
52.6254,1.2217,1
52.4722,1.2293,3
53.0735,-0.8125,3
52.976,-1.092,3
52.9353,-1.077,3
53.0369,-1.2004,2
52.9937,-1.1119,3
53.2564,-0.9201,3
53.1135,-0.7746,2
51.722,-1.0665,2
51.7293,-1.2115,3
51.7205,-1.1875,2
51.7747,-1.2615,3
52.6578,-2.0682,3
52.804,-1.7377,3
53.0657,-2.1246,3
52.4465,1.5611,2
51.2916,-0.5328,3
51.2997,-0.313,3
51.2241,-0.1904,3
51.2366,-0.3179,3
51.2464,-0.1645,2
51.2784,-0.3775,2
51.23,-0.7796,2
51.3661,-0.4417,2
51.2667,-0.2052,3
51.2039,-0.1635,3
51.164,-0.5105,3
51.367,-0.4907,3
51.2209,-0.0295,3
51.1838,-0.1293,3
52.3087,-1.5751,3
52.2655,-1.6119,3
52.5414,-1.5208,3
52.1872,-1.7118,3
51.1232,-0.2174,3
50.8887,-0.1638,3
51.0731,-0.3019,3
51.1173,-0.1541,3
50.8099,-0.5406,2
51.1131,-0.1166,3
50.8122,-0.421,3
50.8459,-0.9219,3
50.8329,-0.3808,3
52.3455,-2.074,2
52.3344,-2.0474,3
55.0786,-3.6248,3
54.9927,-3.3636,3
54.7785,-4.9426,1
55.1302,-3.7341,3
55.9582,-2.9888,2
57.0121,-4.8346,3
55.8929,-3.0713,3
55.9005,-3.0923,3
55.6611,-4.8317,2
55.4584,-2.6807,2
55.6704,-3.872,3
57.0757,-2.8455,3
55.9334,-3.2234,3
55.8946,-4.3948,2
55.965,-3.5116,3
56.5694,-2.7135,2
56.4708,-2.9998,3
56.4814,-2.9605,3
56.4543,-2.9751,1
55.9362,-4.2125,3
56.1389,-3.2097,3
55.8856,-4.2427,3
55.8249,-3.9342,2
55.8298,-4.0927,2
53.2811,-3.8297,3
53.1676,-3.7513,3
52.9897,-3.0325,2
52.0529,-4.5423,3
52.1993,-4.1946,3
51.6899,-4.9431,3
51.7145,-4.9528,3
51.7336,-4.0805,3
51.8676,-4.287,3
51.6755,-3.9605,3
51.6106,-3.7663,3
51.7197,-3.854,3
51.7122,-3.2272,3
51.7514,-3.0656,3
52.24,-3.3795,3
54.5012,-1.3479,3
54.5509,-1.3016,3
54.52,-1.5432,3
53.3707,-2.7629,3
53.3841,-2.6249,3
53.7574,-2.472,3
53.8208,-3.0516,3
53.787,-0.3786,3
53.7671,-0.3318,3
53.7676,-0.3279,1
53.7573,-0.3081,3
53.751,-0.4986,3
53.7967,-0.3703,3
53.7688,-0.8042,3
53.5573,-0.0916,2
53.5674,-0.0435,2
53.5462,-0.5401,3
53.5775,-0.7001,1
53.9555,-1.1309,3
52.9545,-1.479,3
52.9493,-1.4827,3
52.6564,-1.113,3
52.6384,-1.1206,3
52.9561,-1.1324,3
52.9837,-1.1445,2
52.9607,-1.1502,3
52.9464,-1.1459,3
52.1094,-2.7122,3
52.7554,-2.601,3
51.4248,-2.5168,3
51.4962,-2.6618,3
51.4919,-2.5767,2
51.4331,-2.5962,3
51.4439,-2.6228,3
51.3541,-2.9868,3
51.3438,-2.9481,2
51.5045,-2.5238,3
51.4532,-2.3692,2
51.5407,-2.4071,3
50.3753,-4.1601,2
50.4166,-4.1675,3
50.3658,-4.0542,2
50.4458,-3.5602,3
52.5328,-0.2762,3
51.8907,-0.4182,3
51.8762,-0.4369,3
51.4831,0.336,3
51.3818,0.5093,3
51.3444,0.5323,3
51.3734,0.5533,3
51.4109,0.4849,3
51.4231,-1.0301,2
51.4419,-0.9537,3
51.4426,-0.9318,3
51.5556,-0.773,3
51.439,-0.5329,3
51.411,-0.819,3
52.0337,-0.7404,3
50.8675,-0.1133,2
50.8308,-0.1499,3
50.8429,-0.2214,3
50.8032,-0.0579,3
50.8124,-1.0855,3
50.801,-1.0689,2
50.7822,-1.0604,3
50.941,-1.3708,2
50.8891,-1.3526,3
50.9315,-1.3695,2
50.9158,-1.4027,3
50.9127,-1.4032,3
50.6745,-1.468,3
50.624,-1.2645,3
54.7126,-1.4283,3
54.867,-1.5906,3
54.7964,-1.5775,3
54.7157,-1.4991,3
54.7532,-1.4262,3
54.7831,-1.6424,3
54.7603,-1.3945,2
53.3049,-2.2358,3
53.306,-2.2993,2
53.0805,-2.7353,2
53.2093,-2.8281,3
53.2668,-2.9101,3
52.8563,-3.0558,3
52.6907,-2.8024,3
50.2917,-4.8811,3
50.1892,-5.4126,3
50.4085,-4.3477,3
51.6746,-1.8925,3
51.23,-1.9591,2
51.558,-1.9063,3
51.2057,-1.9328,3
51.0137,-1.683,3
52.1073,-0.476,3
55.2049,-1.565,3
50.7169,-1.9499,3
50.7316,-1.8743,3
50.7174,-1.8788,3
50.6094,-2.4816,3
50.7826,-2.0243,3
50.6063,-2.4649,3
50.811,-1.9611,3
51.7854,-0.7763,3
51.5597,-0.8989,3
52.348,-0.6584,3
52.2999,-0.7032,2
52.2462,-0.8771,3
52.2535,-0.8393,2
52.2887,-0.8511,3
54.5972,-3.1387,2
54.6033,-3.1423,3
54.8406,-2.9586,3
54.6231,-3.5013,3
54.9388,-2.9647,3
54.4085,-1.591,2
54.4694,-1.1813,2
54.279,-0.3978,3
51.0162,-3.0984,3
51.0206,-3.0906,3
53.4819,-2.2346,3
53.5004,-2.2344,3
53.5795,-2.0915,3
53.4782,-2.3743,3
53.4806,-2.2585,3
53.4212,-2.131,3
53.4671,-2.3036,3
53.385,-2.3401,2
53.5479,-2.6615,3
53.3886,-2.7735,2
53.4,-2.9763,2
53.3746,-2.9375,3
53.4099,-2.9892,3
53.4287,-2.9125,2
53.4228,-2.9591,3
53.473,-2.7335,3
53.4625,-2.6178,3
53.5754,-1.3806,2
53.4817,-1.0842,3
53.4885,-1.1085,2
53.4373,-1.3005,2
53.3374,-1.289,3
53.4811,-1.4464,3
53.3834,-1.4736,3
53.3778,-1.4644,3
53.3894,-1.4783,3
53.3922,-1.4788,3
53.3747,-1.476,3
53.3815,-1.4661,3
53.3928,-1.4586,3
53.3797,-1.519,3
53.406,-1.4336,3
54.9866,-1.44,3
55.0043,-1.4348,3
54.9876,-1.423,2
54.8707,-1.5052,2
54.8951,-1.5148,3
52.4915,-1.9111,3
52.4306,-1.893,2
52.4763,-1.925,2
52.5283,-1.8405,3
52.5685,-1.7931,3
52.4405,-1.8486,3
52.5107,-1.8749,3
52.4546,-1.8776,3
52.4358,-1.4647,3
52.4048,-1.524,2
52.5018,-2.17,2
52.5344,-1.9854,3
52.5108,-1.9748,3
52.4776,-2.0678,3
52.4992,-1.9447,3
52.5064,-1.9892,3
52.4449,-1.7079,3
52.4769,-1.7409,2
52.5884,-1.9951,3
52.5665,-2.1037,3
53.7931,-1.7192,3
53.7894,-1.7691,3
53.7423,-2.024,3
53.6684,-1.9483,2
53.7904,-1.6325,2
53.8154,-1.4512,3
53.8214,-1.5778,3
53.7876,-1.5205,3
53.7585,-1.5322,3
53.7431,-1.5968,2
53.8082,-1.5741,3
53.9256,-1.3742,3
53.7331,-1.5272,3
53.7701,-1.5237,3
53.7184,-1.3502,3
53.6817,-1.549,3
51.512,-0.092,3
51.5349,0.1039,3
51.5521,0.1628,2
51.5861,-0.2307,3
51.58,-0.2381,3
51.5836,-0.2282,3
51.5897,-0.1995,3
51.4198,0.1156,3
51.4673,0.1104,3
51.4481,0.1332,3
51.5369,-0.2572,3
51.5626,-0.3057,3
51.5564,-0.2877,3
51.3458,0.1249,2
51.3934,0.0343,3
51.4319,0.0506,3
51.4218,0.0148,2
51.3878,0.1094,3
51.547,-0.1911,3
51.5452,-0.144,3
51.3494,-0.1007,3
51.3901,-0.0947,3
51.3796,-0.0834,3
51.5137,-0.2988,3
51.5144,-0.2718,3
51.5014,-0.3154,3
51.5181,-0.2661,3
51.5299,-0.3804,3
51.6099,-0.0662,2
51.4862,0.0736,3
51.4812,0.0774,3
51.4806,0.0848,2
51.572,-0.0728,3
51.547,-0.0698,2
51.5731,-0.0727,3
51.4768,-0.1922,3
51.4744,-0.207,3
51.4703,-0.1873,3
51.5038,-0.2213,3
51.4836,-0.2193,2
51.478,-0.1897,3
51.5941,-0.0766,3
51.5829,-0.1224,3
51.5567,0.2204,2
51.5285,0.2512,3
51.5694,0.2872,3
51.5596,-0.3811,2
51.5575,-0.3871,3
51.5477,-0.4784,3
51.5484,-0.449,2
51.467,-0.3699,3
51.4824,-0.2578,2
51.4718,-0.3828,3
51.4923,-0.2757,2
51.4845,-0.4068,2
51.4725,-0.3478,3
51.4985,-0.4091,3
51.4816,-0.4135,3
51.5361,-0.1025,3
51.569,-0.112,3
51.5221,-0.1054,2
51.3978,-0.2643,3
51.4483,-0.1024,3
51.4182,-0.1271,3
51.4735,-0.1072,3
51.4925,-0.111,3
51.4496,-0.137,2
51.441,-0.1061,3
51.4321,-0.0607,3
51.4253,-0.2175,3
51.4016,-0.1683,3
51.5228,0.0461,3
51.5268,0.078,2
51.5023,0.03,2
51.5159,0.0782,3
51.5554,0.0669,3
51.4054,-0.3414,3
51.4665,-0.2668,2
51.4542,-0.3253,3
51.4079,-0.3468,3
51.4691,-0.2766,2
51.4325,-0.0713,3
51.4764,-0.0698,2
51.4774,-0.0707,3
51.4931,-0.0471,3
51.4621,-0.081,3
51.5277,-0.0225,3
51.5334,-0.0231,3
51.5263,-0.03,3
51.5208,-0.0511,3
51.5127,-0.0007,3
51.5862,-0.0399,3
51.6029,-0.0203,3
51.4573,-0.1947,3
51.461,-0.217,3
51.4574,-0.196,2
51.4489,-0.1729,3
51.4635,-0.1837,3
51.5172,-0.1414,2
51.5251,-0.1887,3
51.521,-0.1417,3
51.5186,-0.1985,2
51.5233,-0.1844,3
51.5186,-0.1376,3
51.5118,-0.119,3
52.2442,0.1115,1
52.4401,-0.1148,2
52.6712,0.1677,3
52.3703,-0.1049,2
52.334,-0.1047,3
52.2562,0.0261,2
52.201,0.1347,3
53.0504,-1.4443,3
53.2773,-1.2714,3
52.9011,-1.3438,3
53.196,-1.4366,3
50.9225,-3.4149,3
50.3498,-4.0225,2
50.7405,-3.4695,2
51.081,-4.0607,3
50.435,-3.6913,3
50.976,0.0854,2
50.808,0.2655,3
50.8502,0.4687,2
50.8522,0.5643,3
50.7959,-0.0223,3
51.5838,0.4326,2
51.7953,0.9217,2
51.5732,0.4423,3
51.9985,0.6884,2
51.6165,0.404,3
51.888,0.8122,2
51.7305,0.4749,2
52.0133,0.3477,2
51.7797,0.0925,3
51.6354,0.4,3
52.0536,-1.8262,2
51.9067,-1.8308,3
51.6071,-2.1655,1
51.3222,-0.8404,3
50.7998,-1.1414,3
51.6651,-0.3994,3
51.7578,-0.4168,3
51.7996,0.0526,3
51.9201,-0.193,3
51.666,-0.281,2
51.6913,-0.027,3
51.655,-0.5212,3
51.6857,-0.0302,2
51.6542,-0.3941,2
51.7541,-0.3387,2
51.6213,-0.4465,3
51.3061,0.8434,3
51.0993,0.6848,3
51.3993,0.4468,3
51.4592,0.2195,3
51.3798,1.3524,3
51.2722,0.519,2
51.0792,0.7482,3
51.2215,0.5936,3
51.2126,1.3955,3
51.2339,0.3479,3
51.3782,1.3232,3
51.3498,0.4992,3
51.1334,0.9217,3
51.2772,1.0841,3
54.0649,-2.8836,3
53.8313,-2.2347,2
53.7295,-2.697,3
53.8672,-2.1846,3
54.0527,-2.7433,3
53.7914,-2.2387,2
53.7984,-2.7372,3
53.7044,-2.2848,3
52.7552,-1.2358,3
52.9819,-0.0412,3
53.1912,-0.5364,3
52.7948,-0.1518,3
53.3088,-0.4836,3
52.985,-0.0069,2
52.6402,0.8378,3
52.6363,1.4704,3
52.5325,1.631,3
53.3204,-1.1473,3
53.0802,-1.2531,3
53.1948,-1.07,3
51.7258,-1.193,3
51.7884,-1.2828,3
51.7329,-1.2081,3
52.9559,-2.4053,3
52.5368,-2.1866,3
52.6812,-1.9203,2
53.051,-2.0503,3
52.4748,-2.1937,3
52.4525,1.4406,3
52.4552,1.7321,3
52.4756,1.752,3
52.0635,1.1365,3
52.2478,0.4083,3
52.4901,1.7277,3
52.1896,1.0063,2
51.2389,-0.1984,3
51.3175,-0.6141,3
51.2709,-0.0163,3
51.3869,-0.4189,3
51.225,-0.0366,3
51.2931,-0.296,3
51.3177,-0.6239,3
51.4333,-0.5169,3
51.3202,-0.4454,3
51.249,-0.5544,3
51.4154,-0.531,3
51.4076,-0.5833,2
51.4445,-0.5626,3
52.4093,-1.4032,2
51.0734,-0.3243,3
50.8801,-0.2104,2
50.8322,-0.2774,3
50.7981,-0.6663,3
50.8325,-0.384,3
50.831,-0.245,2
50.9265,-0.3947,3
50.8304,-0.3766,3
50.8167,-0.3432,2
52.1331,-2.3222,3
52.1235,-2.3121,2
52.1868,-2.2545,3
52.2066,-2.2053,3
52.093,-1.9433,2
55.5439,-4.0636,2
56.0293,-3.914,2
